timestamp,node_id,temp_c,ph,do_mgL,events
2026-03-26T19:56:13.394171,node_001,26.961,8.184,6.842,
2026-03-26T19:56:20.154851,node_001,26.961,8.184,7.162,
2026-03-26T19:56:26.924000,node_001,26.961,8.188,7.955,
2026-03-26T19:56:33.812524,node_001,26.961,8.176,7.703,
2026-03-26T19:56:40.526334,node_001,26.961,8.182,7.313,
2026-03-26T19:56:47.186764,node_001,26.961,8.178,7.096,
2026-03-26T19:56:54.047637,node_001,26.961,8.19,7.03,
2026-03-26T19:57:00.805401,node_001,26.961,8.188,7.758,
2026-03-26T19:57:07.565829,node_001,26.961,8.185,7.931,
2026-03-26T19:57:14.325679,node_001,26.961,8.173,7.643,
2026-03-26T19:57:21.080690,node_001,26.961,8.191,7.268,
2026-03-26T19:57:21.083870,node_001,26.961,8.191,7.268,
2026-03-26T19:57:27.652414,node_001,27.029,8.175,6.93,
2026-03-26T19:57:27.657596,node_001,27.029,8.175,6.93,
2026-03-26T19:57:34.391703,node_001,26.961,8.161,6.708,
2026-03-26T19:57:35.009460,node_001,26.961,8.161,6.708,
2026-03-26T19:57:41.156993,node_001,26.961,8.181,6.665,
2026-03-26T19:57:41.162303,node_001,26.961,8.181,6.665,
2026-03-26T19:57:47.914992,node_001,26.961,8.179,6.626,
2026-03-26T19:57:47.919404,node_001,26.961,8.179,6.626,
2026-03-26T19:57:54.665957,node_001,26.961,8.189,6.492,
2026-03-26T19:57:54.672280,node_001,26.961,8.189,6.492,
2026-03-26T19:58:01.426760,node_001,26.961,8.181,6.412,
2026-03-26T19:58:01.430027,node_001,26.961,8.181,6.412,
2026-03-26T19:58:08.181909,node_001,26.961,8.202,6.291,
2026-03-26T19:58:08.186909,node_001,26.961,8.202,6.291,
2026-03-26T19:58:14.950078,node_001,26.961,8.17,7.043,
2026-03-26T19:58:14.956590,node_001,26.961,8.17,7.043,
2026-03-26T19:58:21.710486,node_001,26.961,8.193,7.48,
2026-03-26T19:58:21.716486,node_001,26.961,8.193,7.48,
2026-03-26T19:58:28.460610,node_001,26.961,8.183,7.216,
2026-03-26T19:58:28.463597,node_001,26.961,8.183,7.216,
2026-03-26T19:58:35.216589,node_001,26.961,8.18,6.999,
2026-03-26T19:58:35.221588,node_001,26.961,8.18,6.999,
2026-03-26T19:58:41.985265,node_001,26.961,8.167,6.872,
2026-03-26T19:58:41.989355,node_001,26.961,8.167,6.872,
2026-03-26T19:58:48.732195,node_001,26.961,8.164,6.749,
2026-03-26T19:58:48.738891,node_001,26.961,8.164,6.749,
2026-03-26T19:58:55.605243,node_001,26.961,8.18,6.666,
2026-03-26T19:58:55.610408,node_001,26.961,8.18,6.666,
2026-03-26T19:59:02.364918,node_001,26.961,8.171,6.653,
2026-03-26T19:59:02.371096,node_001,26.961,8.171,6.653,
2026-03-26T19:59:09.109136,node_001,26.961,8.172,6.74,
2026-03-26T19:59:09.111135,node_001,26.961,8.172,6.74,
2026-03-26T19:59:15.671161,node_001,26.961,8.186,7.041,
2026-03-26T19:59:15.674297,node_001,26.961,8.186,7.041,
2026-03-26T19:59:22.635393,node_001,26.961,8.199,6.993,
2026-03-26T19:59:22.637458,node_001,26.961,8.199,6.993,
2026-03-26T19:59:29.384992,node_001,26.961,8.177,6.925,
2026-03-26T19:59:29.384992,node_001,26.961,8.177,6.925,
2026-03-26T19:59:36.143635,node_001,26.961,8.201,6.791,
2026-03-26T19:59:42.901626,node_001,26.961,8.198,6.655,
2026-03-26T19:59:42.903626,node_001,26.961,8.198,6.655,
2026-03-26T19:59:49.658831,node_001,26.961,8.177,6.424,
2026-03-26T19:59:49.661086,node_001,26.961,8.177,6.424,
2026-03-26T19:59:56.419864,node_001,26.961,8.168,6.6,
2026-03-26T19:59:56.424390,node_001,26.961,8.168,6.6,
2026-03-26T20:00:03.178189,node_001,26.961,8.202,7.483,
2026-03-26T20:00:03.180956,node_001,26.961,8.202,7.483,
2026-03-26T20:00:09.740049,node_001,26.961,8.186,7.45,
2026-03-26T20:00:09.744455,node_001,26.961,8.186,7.45,
2026-03-26T20:00:16.492065,node_001,26.961,8.198,7.18,
2026-03-26T20:00:16.494055,node_001,26.961,8.198,7.18,
2026-03-26T20:00:23.261824,node_001,26.961,8.164,7.015,
2026-03-26T20:00:23.265822,node_001,26.961,8.164,7.015,
2026-03-26T20:00:30.028335,node_001,26.961,8.179,7.033,
2026-03-26T20:00:30.029325,node_001,26.961,8.179,7.033,
2026-03-26T20:00:36.861459,node_001,26.961,8.171,7.755,
2026-03-26T20:00:36.863454,node_001,26.961,8.171,7.755,
2026-03-26T20:00:43.537679,node_001,26.961,8.157,7.69,
2026-03-26T20:00:43.539311,node_001,26.961,8.157,7.69,
2026-03-26T20:00:50.294012,node_001,26.961,8.196,7.62,
2026-03-26T20:00:50.297208,node_001,26.961,8.196,7.62,
2026-03-26T20:00:57.046870,node_001,26.961,8.168,8.049,
2026-03-26T20:00:57.051077,node_001,26.961,8.168,8.049,
2026-03-26T20:01:03.808022,node_001,26.961,8.198,8.291,
2026-03-26T20:01:03.811032,node_001,26.961,8.198,8.291,
2026-03-26T20:01:10.553836,node_001,26.961,8.176,8.362,
2026-03-26T20:01:10.557176,node_001,26.961,8.176,8.362,
2026-03-26T20:01:17.426020,node_001,26.961,8.187,8.028,
2026-03-26T20:01:17.429442,node_001,26.961,8.187,8.028,
2026-03-26T20:01:24.178051,node_001,26.961,8.195,7.782,
2026-03-26T20:01:24.182341,node_001,26.961,8.195,7.782,
2026-03-26T20:01:30.942808,node_001,26.961,8.173,7.551,
2026-03-26T20:01:31.073582,node_001,26.961,8.173,7.551,
2026-03-26T20:01:37.494637,node_001,27.029,8.17,7.191,
2026-03-26T20:01:37.500533,node_001,27.029,8.17,7.191,
2026-03-26T20:01:44.252782,node_001,26.961,8.185,7.004,
2026-03-26T20:01:44.258611,node_001,26.961,8.185,7.004,
2026-03-26T20:01:51.013016,node_001,26.961,8.18,6.991,
2026-03-26T20:01:51.014013,node_001,26.961,8.18,6.991,
2026-03-26T20:01:57.772276,node_001,27.029,8.185,7.419,
2026-03-26T20:01:57.776275,node_001,27.029,8.185,7.419,
2026-03-26T20:02:04.525192,node_001,26.961,8.199,8.051,
2026-03-26T20:02:04.608056,node_001,26.961,8.199,8.051,
2026-03-26T20:02:11.286603,node_001,26.961,8.192,7.793,
2026-03-26T20:02:11.292743,node_001,26.961,8.192,7.793,
2026-03-26T20:02:18.046597,node_001,26.961,8.179,7.486,
2026-03-26T20:02:18.050635,node_001,26.961,8.179,7.486,
2026-03-26T20:02:24.802097,node_001,26.961,8.191,7.094,
2026-03-26T20:02:24.806099,node_001,26.961,8.191,7.094,
2026-03-26T20:02:31.568394,node_001,26.961,8.193,6.904,
2026-03-26T20:02:31.573399,node_001,26.961,8.193,6.904,
2026-03-26T20:02:38.314440,node_001,26.961,8.18,6.888,
2026-03-26T20:02:38.317274,node_001,26.961,8.18,6.888,
2026-03-26T20:02:45.079763,node_001,26.961,8.179,6.811,
2026-03-26T20:02:45.082807,node_001,26.961,8.179,6.811,
2026-03-26T20:02:51.843931,node_001,26.961,8.174,6.751,
2026-03-26T20:02:51.846931,node_001,26.961,8.174,6.751,
2026-03-26T20:02:58.602802,node_001,26.961,8.185,6.632,
2026-03-26T20:02:58.607398,node_001,26.961,8.185,6.632,
2026-03-26T20:03:05.470088,node_001,26.961,8.202,6.786,
2026-03-26T20:03:05.506404,node_001,26.961,8.202,6.786,
2026-03-26T20:03:12.217930,node_001,26.961,8.178,6.783,
2026-03-26T20:03:12.221173,node_001,26.961,8.178,6.783,
2026-03-26T20:03:18.974359,node_001,26.961,8.179,7.054,
2026-03-26T20:03:18.976512,node_001,26.961,8.179,7.054,
2026-03-26T20:03:25.734505,node_001,26.961,8.187,7.269,
2026-03-26T20:03:25.735506,node_001,26.961,8.187,7.269,
2026-03-26T20:03:32.485713,node_001,26.961,8.176,7.051,
2026-03-26T20:03:32.487648,node_001,26.961,8.176,7.051,
2026-03-26T20:03:39.266371,node_001,26.961,8.18,6.861,
2026-03-26T20:03:39.266371,node_001,26.961,8.18,6.861,
2026-03-26T20:03:46.009196,node_001,26.961,8.203,6.679,
2026-03-26T20:03:46.012198,node_001,26.961,8.203,6.679,
2026-03-26T20:03:53.637275,node_001,26.961,8.178,6.674,
2026-03-26T20:03:53.707630,node_001,26.961,8.178,6.674,
2026-03-26T20:03:59.323898,node_001,26.961,8.188,6.537,
2026-03-26T20:03:59.325861,node_001,26.961,8.188,6.537,
2026-03-26T20:04:06.077937,node_001,26.961,8.185,6.443,
2026-03-26T20:04:06.080384,node_001,26.961,8.185,6.443,
2026-03-26T20:04:12.834705,node_001,26.961,8.176,6.31,
2026-03-26T20:04:12.836864,node_001,26.961,8.176,6.31,
2026-03-26T20:04:19.595565,node_001,26.961,8.172,7.104,
2026-03-26T20:04:19.597842,node_001,26.961,8.172,7.104,
2026-03-26T20:04:26.359212,node_001,26.961,8.183,7.151,
2026-03-26T20:04:26.363207,node_001,26.961,8.183,7.151,
2026-03-26T20:04:33.117860,node_001,26.961,8.18,6.979,
2026-03-26T20:04:33.125120,node_001,26.961,8.18,6.979,
2026-03-26T20:04:39.873630,node_001,26.961,8.185,6.743,
2026-03-26T20:04:39.877871,node_001,26.961,8.185,6.743,
2026-03-26T20:04:46.837848,node_001,26.961,8.174,6.483,
2026-03-26T20:04:46.843860,node_001,26.961,8.174,6.483,
2026-03-26T20:04:53.498729,node_001,26.961,8.198,6.614,
2026-03-26T20:04:53.498729,node_001,26.961,8.198,6.614,
2026-03-26T20:05:00.253820,node_001,26.961,8.179,6.713,
2026-03-26T20:05:07.004520,node_001,26.961,8.198,7.033,
2026-03-26T20:05:07.008335,node_001,26.961,8.198,7.033,
2026-03-26T20:05:13.765834,node_001,26.961,8.186,7.076,
2026-03-26T20:05:13.770399,node_001,26.961,8.186,7.076,
2026-03-26T20:05:20.521525,node_001,26.961,8.17,7.026,
